mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202148,48,11/28/2021,12/04/2021,2021-2022,Human Metapneumovirus,772,16,0.0207253886,6959,51,0.01,12/02/2023,202148-Human Metapneumovirus
202148,48,11/28/2021,12/04/2021,2021-2022,Influenza,4078,111,0.0272192251,25139,335,0.01,12/02/2023,202148-Influenza
202148,48,11/28/2021,12/04/2021,2021-2022,Parainfluenza,1222,22,0.0180032733,10805,280,0.03,12/02/2023,202148-Parainfluenza
202148,48,11/28/2021,12/04/2021,2021-2022,RSV,3245,147,0.0453004622,18756,1151,0.06,12/02/2023,202148-RSV
202148,48,11/28/2021,12/04/2021,2021-2022,Rhinovirus/Enterovirus,772,151,0.1955958549,6959,1796,0.26,12/02/2023,202148-Rhinovirus/Enterovirus
202148,48,11/28/2021,12/04/2021,2021-2022,SARS-CoV-2,10188,888,0.0871613663,82318,3953,0.05,12/02/2023,202148-SARS-CoV-2
202148,48,11/28/2021,12/04/2021,2021-2022,Seasonal Coronaviruses,1208,9,0.0074503311,10546,42,0.00,12/02/2023,202148-Seasonal Coronaviruses
202149,49,12/05/2021,12/11/2021,2021-2022,Adenovirus,800,13,0.01625,7759,173,0.02,12/09/2023,202149-Adenovirus
202149,49,12/05/2021,12/11/2021,2021-2022,Human Metapneumovirus,800,7,0.00875,7759,58,0.01,12/09/2023,202149-Human Metapneumovirus
202149,49,12/05/2021,12/11/2021,2021-2022,Influenza,4257,103,0.0241954428,29396,438,0.01,12/09/2023,202149-Influenza
202149,49,12/05/2021,12/11/2021,2021-2022,Parainfluenza,1343,25,0.018615041,12148,305,0.03,12/09/2023,202149-Parainfluenza
202149,49,12/05/2021,12/11/2021,2021-2022,RSV,3240,136,0.0419753086,21996,1287,0.06,12/09/2023,202149-RSV
202149,49,12/05/2021,12/11/2021,2021-2022,Rhinovirus/Enterovirus,800,136,0.17,7759,1932,0.25,12/09/2023,202149-Rhinovirus/Enterovirus
202149,49,12/05/2021,12/11/2021,2021-2022,SARS-CoV-2,10506,1020,0.0970873786,92824,4973,0.05,12/09/2023,202149-SARS-CoV-2
202149,49,12/05/2021,12/11/2021,2021-2022,Seasonal Coronaviruses,1332,7,0.0052552553,11878,49,0.00,12/09/2023,202149-Seasonal Coronaviruses
202150,50,12/12/2021,12/18/2021,2021-2022,Adenovirus,869,19,0.0218642117,8628,192,0.02,12/16/2023,202150-Adenovirus
202150,50,12/12/2021,12/18/2021,2021-2022,Human Metapneumovirus,869,24,0.0276179517,8628,82,0.01,12/16/2023,202150-Human Metapneumovirus
202150,50,12/12/2021,12/18/2021,2021-2022,Influenza,5216,141,0.0270322086,34612,579,0.02,12/16/2023,202150-Influenza
202150,50,12/12/2021,12/18/2021,2021-2022,Parainfluenza,1346,19,0.014115899,13494,324,0.02,12/16/2023,202150-Parainfluenza
202150,50,12/12/2021,12/18/2021,2021-2022,RSV,4222,134,0.0317385126,26218,1421,0.05,12/16/2023,202150-RSV
202150,50,12/12/2021,12/18/2021,2021-2022,Rhinovirus/Enterovirus,869,134,0.1542002301,8628,2066,0.24,12/16/2023,202150-Rhinovirus/Enterovirus
202150,50,12/12/2021,12/18/2021,2021-2022,SARS-CoV-2,13415,2329,0.1736116288,106239,7302,0.07,12/16/2023,202150-SARS-CoV-2
202150,50,12/12/2021,12/18/2021,2021-2022,Seasonal Coronaviruses,1337,12,0.0089753179,13215,61,0.00,12/16/2023,202150-Seasonal Coronaviruses
202151,51,12/19/2021,12/25/2021,2021-2022,Adenovirus,1071,18,0.0168067227,9699,210,0.02,12/23/2023,202151-Adenovirus
202151,51,12/19/2021,12/25/2021,2021-2022,Human Metapneumovirus,1071,27,0.025210084,9699,109,0.01,12/23/2023,202151-Human Metapneumovirus
202151,51,12/19/2021,12/25/2021,2021-2022,Influenza,6510,103,0.0158218126,41122,682,0.02,12/23/2023,202151-Influenza
202151,51,12/19/2021,12/25/2021,2021-2022,Parainfluenza,1626,18,0.0110701107,15120,342,0.02,12/23/2023,202151-Parainfluenza
202151,51,12/19/2021,12/25/2021,2021-2022,RSV,5395,101,0.018721038,31613,1522,0.05,12/23/2023,202151-RSV
202151,51,12/19/2021,12/25/2021,2021-2022,Rhinovirus/Enterovirus,1071,114,0.106442577,9699,2180,0.22,12/23/2023,202151-Rhinovirus/Enterovirus
202151,51,12/19/2021,12/25/2021,2021-2022,SARS-CoV-2,15499,4367,0.2817601136,121738,11669,0.10,12/23/2023,202151-SARS-CoV-2
202151,51,12/19/2021,12/25/2021,2021-2022,Seasonal Coronaviruses,1618,23,0.0142150803,14833,84,0.01,12/23/2023,202151-Seasonal Coronaviruses
202152,52,12/26/2021,01/01/2022,2021-2022,Adenovirus,1084,41,0.0378228782,10783,251,0.02,12/30/2023,202152-Adenovirus
202152,52,12/26/2021,01/01/2022,2021-2022,Human Metapneumovirus,1084,24,0.0221402214,10783,133,0.01,12/30/2023,202152-Human Metapneumovirus
202152,52,12/26/2021,01/01/2022,2021-2022,Influenza,6665,42,0.0063015754,47787,724,0.02,12/30/2023,202152-Influenza
202152,52,12/26/2021,01/01/2022,2021-2022,Parainfluenza,1585,14,0.0088328076,16705,356,0.02,12/30/2023,202152-Parainfluenza
202152,52,12/26/2021,01/01/2022,2021-2022,RSV,5623,76,0.0135159168,37236,1598,0.04,12/30/2023,202152-RSV
202152,52,12/26/2021,01/01/2022,2021-2022,Rhinovirus/Enterovirus,1084,82,0.0756457565,10783,2262,0.21,12/30/2023,202152-Rhinovirus/Enterovirus
202152,52,12/26/2021,01/01/2022,2021-2022,SARS-CoV-2,19927,6821,0.3422993928,141665,18490,0.13,12/30/2023,202152-SARS-CoV-2
202152,52,12/26/2021,01/01/2022,2021-2022,Seasonal Coronaviruses,1575,8,0.0050793651,16408,92,0.01,12/30/2023,202152-Seasonal Coronaviruses
202201,1,01/02/2022,01/08/2022,2021-2022,Adenovirus,904,24,0.0265486726,11687,275,0.02,01/06/2024,202201-Adenovirus
202201,1,01/02/2022,01/08/2022,2021-2022,Human Metapneumovirus,904,22,0.0243362832,11687,155,0.01,01/06/2024,202201-Human Metapneumovirus
202201,1,01/02/2022,01/08/2022,2021-2022,Influenza,6010,30,0.0049916805,53797,754,0.01,01/06/2024,202201-Influenza
202201,1,01/02/2022,01/08/2022,2021-2022,Parainfluenza,1339,14,0.0104555639,18044,370,0.02,01/06/2024,202201-Parainfluenza
202201,1,01/02/2022,01/08/2022,2021-2022,RSV,4526,45,0.0099425541,41762,1643,0.04,01/06/2024,202201-RSV
202201,1,01/02/2022,01/08/2022,2021-2022,Rhinovirus/Enterovirus,904,53,0.0586283186,11687,2315,0.20,01/06/2024,202201-Rhinovirus/Enterovirus
202201,1,01/02/2022,01/08/2022,2021-2022,SARS-CoV-2,18031,5699,0.3160667739,159696,24189,0.15,01/06/2024,202201-SARS-CoV-2
202201,1,01/02/2022,01/08/2022,2021-2022,Seasonal Coronaviruses,1328,12,0.0090361446,17736,104,0.01,01/06/2024,202201-Seasonal Coronaviruses
202202,2,01/09/2022,01/15/2022,2021-2022,Adenovirus,773,24,0.0310478655,12460,299,0.02,01/13/2024,202202-Adenovirus
202202,2,01/09/2022,01/15/2022,2021-2022,Human Metapneumovirus,773,13,0.0168175938,12460,168,0.01,01/13/2024,202202-Human Metapneumovirus
202202,2,01/09/2022,01/15/2022,2021-2022,Influenza,6025,18,0.0029875519,59822,772,0.01,01/13/2024,202202-Influenza
202202,2,01/09/2022,01/15/2022,2021-2022,Parainfluenza,1208,4,0.0033112583,19252,374,0.02,01/13/2024,202202-Parainfluenza
202202,2,01/09/2022,01/15/2022,2021-2022,RSV,4823,18,0.0037321169,46585,1661,0.04,01/13/2024,202202-RSV
202202,2,01/09/2022,01/15/2022,2021-2022,Rhinovirus/Enterovirus,773,42,0.0543337646,12460,2357,0.19,01/13/2024,202202-Rhinovirus/Enterovirus
202202,2,01/09/2022,01/15/2022,2021-2022,SARS-CoV-2,14695,3529,0.2401497108,174391,27718,0.16,01/13/2024,202202-SARS-CoV-2
202202,2,01/09/2022,01/15/2022,2021-2022,Seasonal Coronaviruses,1201,16,0.0133222315,18937,120,0.01,01/13/2024,202202-Seasonal Coronaviruses
202203,3,01/16/2022,01/22/2022,2021-2022,Adenovirus,645,23,0.0356589147,13105,322,0.02,01/20/2024,202203-Adenovirus
202203,3,01/16/2022,01/22/2022,2021-2022,Human Metapneumovirus,645,14,0.0217054264,13105,182,0.01,01/20/2024,202203-Human Metapneumovirus
202203,3,01/16/2022,01/22/2022,2021-2022,Influenza,4307,13,0.0030183422,64129,785,0.01,01/20/2024,202203-Influenza
202203,3,01/16/2022,01/22/2022,2021-2022,Parainfluenza,1053,5,0.0047483381,20305,379,0.02,01/20/2024,202203-Parainfluenza
202203,3,01/16/2022,01/22/2022,2021-2022,RSV,3197,17,0.0053174851,49782,1678,0.03,01/20/2024,202203-RSV
202203,3,01/16/2022,01/22/2022,2021-2022,Rhinovirus/Enterovirus,645,35,0.0542635659,13105,2392,0.18,01/20/2024,202203-Rhinovirus/Enterovirus
202203,3,01/16/2022,01/22/2022,2021-2022,SARS-CoV-2,11629,1830,0.1573652077,186020,29548,0.16,01/20/2024,202203-SARS-CoV-2
202203,3,01/16/2022,01/22/2022,2021-2022,Seasonal Coronaviruses,1048,6,0.0057251908,19985,126,0.01,01/20/2024,202203-Seasonal Coronaviruses
202204,4,01/23/2022,01/29/2022,2021-2022,Adenovirus,583,20,0.0343053173,13688,342,0.02,01/27/2024,202204-Adenovirus
202204,4,01/23/2022,01/29/2022,2021-2022,Human Metapneumovirus,583,16,0.0274442539,13688,198,0.01,01/27/2024,202204-Human Metapneumovirus
202204,4,01/23/2022,01/29/2022,2021-2022,Influenza,3409,16,0.0046934585,67538,801,0.01,01/27/2024,202204-Influenza
202204,4,01/23/2022,01/29/2022,2021-2022,Parainfluenza,994,10,0.0100603622,21299,389,0.02,01/27/2024,202204-Parainfluenza
202204,4,01/23/2022,01/29/2022,2021-2022,RSV,2357,6,0.0025456088,52139,1684,0.03,01/27/2024,202204-RSV
202204,4,01/23/2022,01/29/2022,2021-2022,Rhinovirus/Enterovirus,583,33,0.0566037736,13688,2425,0.18,01/27/2024,202204-Rhinovirus/Enterovirus
202204,4,01/23/2022,01/29/2022,2021-2022,SARS-CoV-2,9249,1033,0.11168775,195269,30581,0.16,01/27/2024,202204-SARS-CoV-2
202204,4,01/23/2022,01/29/2022,2021-2022,Seasonal Coronaviruses,990,9,0.0090909091,20975,135,0.01,01/27/2024,202204-Seasonal Coronaviruses
202205,5,01/30/2022,02/05/2022,2021-2022,Adenovirus,561,30,0.0534759358,14249,372,0.03,02/03/2024,202205-Adenovirus
202205,5,01/30/2022,02/05/2022,2021-2022,Human Metapneumovirus,561,18,0.0320855615,14249,216,0.02,02/03/2024,202205-Human Metapneumovirus
202205,5,01/30/2022,02/05/2022,2021-2022,Influenza,3274,11,0.0033598045,70812,812,0.01,02/03/2024,202205-Influenza
202205,5,01/30/2022,02/05/2022,2021-2022,Parainfluenza,1020,0,0,22319,389,0.02,02/03/2024,202205-Parainfluenza
202205,5,01/30/2022,02/05/2022,2021-2022,RSV,2173,10,0.0046019328,54312,1694,0.03,02/03/2024,202205-RSV
202205,5,01/30/2022,02/05/2022,2021-2022,Rhinovirus/Enterovirus,561,55,0.0980392157,14249,2480,0.17,02/03/2024,202205-Rhinovirus/Enterovirus
202205,5,01/30/2022,02/05/2022,2021-2022,SARS-CoV-2,7840,588,0.075,203109,31169,0.15,02/03/2024,202205-SARS-CoV-2
202205,5,01/30/2022,02/05/2022,2021-2022,Seasonal Coronaviruses,1019,3,0.0029440628,21994,138,0.01,02/03/2024,202205-Seasonal Coronaviruses
202206,6,02/06/2022,02/12/2022,2021-2022,Adenovirus,592,18,0.0304054054,14841,390,0.03,02/10/2024,202206-Adenovirus
202206,6,02/06/2022,02/12/2022,2021-2022,Human Metapneumovirus,592,14,0.0236486486,14841,230,0.02,02/10/2024,202206-Human Metapneumovirus
202206,6,02/06/2022,02/12/2022,2021-2022,Influenza,2958,15,0.0050709939,73770,827,0.01,02/10/2024,202206-Influenza
202206,6,02/06/2022,02/12/2022,2021-2022,Parainfluenza,904,1,0.0011061947,23223,390,0.02,02/10/2024,202206-Parainfluenza
202206,6,02/06/2022,02/12/2022,2021-2022,RSV,2053,9,0.0043838285,56365,1703,0.03,02/10/2024,202206-RSV
202206,6,02/06/2022,02/12/2022,2021-2022,Rhinovirus/Enterovirus,592,74,0.125,14841,2554,0.17,02/10/2024,202206-Rhinovirus/Enterovirus
202206,6,02/06/2022,02/12/2022,2021-2022,SARS-CoV-2,7674,382,0.0497784728,210783,31551,0.15,02/10/2024,202206-SARS-CoV-2
202206,6,02/06/2022,02/12/2022,2021-2022,Seasonal Coronaviruses,900,12,0.0133333333,22894,150,0.01,02/10/2024,202206-Seasonal Coronaviruses
202207,7,02/13/2022,02/19/2022,2021-2022,Adenovirus,611,17,0.0278232406,15452,407,0.03,02/17/2024,202207-Adenovirus
202207,7,02/13/2022,02/19/2022,2021-2022,Human Metapneumovirus,611,24,0.0392798691,15452,254,0.02,02/17/2024,202207-Human Metapneumovirus
202207,7,02/13/2022,02/19/2022,2021-2022,Influenza,2859,12,0.0041972718,76629,839,0.01,02/17/2024,202207-Influenza
202207,7,02/13/2022,02/19/2022,2021-2022,Parainfluenza,1046,1,0.0009560229,24269,391,0.02,02/17/2024,202207-Parainfluenza
202207,7,02/13/2022,02/19/2022,2021-2022,RSV,1900,9,0.0047368421,58265,1712,0.03,02/17/2024,202207-RSV
202207,7,02/13/2022,02/19/2022,2021-2022,Rhinovirus/Enterovirus,611,92,0.1505728314,15452,2646,0.17,02/17/2024,202207-Rhinovirus/Enterovirus
202207,7,02/13/2022,02/19/2022,2021-2022,SARS-CoV-2,6374,266,0.0417320364,217157,31817,0.15,02/17/2024,202207-SARS-CoV-2
202207,7,02/13/2022,02/19/2022,2021-2022,Seasonal Coronaviruses,1041,11,0.0105667627,23935,161,0.01,02/17/2024,202207-Seasonal Coronaviruses
202208,8,02/20/2022,02/26/2022,2021-2022,Adenovirus,576,29,0.0503472222,16028,436,0.03,02/24/2024,202208-Adenovirus
202208,8,02/20/2022,02/26/2022,2021-2022,Human Metapneumovirus,576,23,0.0399305556,16028,277,0.02,02/24/2024,202208-Human Metapneumovirus
202208,8,02/20/2022,02/26/2022,2021-2022,Influenza,2882,21,0.0072866065,79511,860,0.01,02/24/2024,202208-Influenza
202208,8,02/20/2022,02/26/2022,2021-2022,Parainfluenza,981,1,0.001019368,25250,392,0.02,02/24/2024,202208-Parainfluenza
202208,8,02/20/2022,02/26/2022,2021-2022,RSV,1898,12,0.0063224447,60163,1724,0.03,02/24/2024,202208-RSV
202208,8,02/20/2022,02/26/2022,2021-2022,Rhinovirus/Enterovirus,576,116,0.2013888889,16028,2762,0.17,02/24/2024,202208-Rhinovirus/Enterovirus
202208,8,02/20/2022,02/26/2022,2021-2022,SARS-CoV-2,6467,180,0.0278336168,223624,31997,0.14,02/24/2024,202208-SARS-CoV-2
202208,8,02/20/2022,02/26/2022,2021-2022,Seasonal Coronaviruses,968,14,0.0144628099,24903,175,0.01,02/24/2024,202208-Seasonal Coronaviruses
202209,9,02/27/2022,03/05/2022,2021-2022,Adenovirus,589,26,0.0441426146,16617,462,0.03,03/02/2024,202209-Adenovirus
202209,9,02/27/2022,03/05/2022,2021-2022,Human Metapneumovirus,589,28,0.0475382003,16617,305,0.02,03/02/2024,202209-Human Metapneumovirus
202209,9,02/27/2022,03/05/2022,2021-2022,Influenza,2915,44,0.0150943396,82426,904,0.01,03/02/2024,202209-Influenza
202209,9,02/27/2022,03/05/2022,2021-2022,Parainfluenza,952,1,0.0010504202,26202,393,0.01,03/02/2024,202209-Parainfluenza
202209,9,02/27/2022,03/05/2022,2021-2022,RSV,1943,10,0.0051466804,62106,1734,0.03,03/02/2024,202209-RSV
202209,9,02/27/2022,03/05/2022,2021-2022,Rhinovirus/Enterovirus,589,115,0.19524618,16617,2877,0.17,03/02/2024,202209-Rhinovirus/Enterovirus
202209,9,02/27/2022,03/05/2022,2021-2022,SARS-CoV-2,6087,137,0.0225069821,229711,32134,0.14,03/02/2024,202209-SARS-CoV-2
202209,9,02/27/2022,03/05/2022,2021-2022,Seasonal Coronaviruses,948,27,0.0284810127,25851,202,0.01,03/02/2024,202209-Seasonal Coronaviruses
202210,10,03/06/2022,03/12/2022,2021-2022,Adenovirus,666,19,0.0285285285,17283,481,0.03,03/09/2024,202210-Adenovirus
202210,10,03/06/2022,03/12/2022,2021-2022,Human Metapneumovirus,696,46,0.066091954,17313,351,0.02,03/09/2024,202210-Human Metapneumovirus
202210,10,03/06/2022,03/12/2022,2021-2022,Influenza,2929,99,0.0337999317,85355,1003,0.01,03/09/2024,202210-Influenza
202210,10,03/06/2022,03/12/2022,2021-2022,Parainfluenza,1008,3,0.0029761905,27210,396,0.01,03/09/2024,202210-Parainfluenza
202210,10,03/06/2022,03/12/2022,2021-2022,RSV,2005,6,0.0029925187,64111,1740,0.03,03/09/2024,202210-RSV
202210,10,03/06/2022,03/12/2022,2021-2022,Rhinovirus/Enterovirus,666,116,0.1741741742,17283,2993,0.17,03/09/2024,202210-Rhinovirus/Enterovirus
202210,10,03/06/2022,03/12/2022,2021-2022,SARS-CoV-2,6205,112,0.0180499597,235916,32246,0.14,03/09/2024,202210-SARS-CoV-2
202210,10,03/06/2022,03/12/2022,2021-2022,Seasonal Coronaviruses,1004,44,0.0438247012,26855,246,0.01,03/09/2024,202210-Seasonal Coronaviruses
202211,11,03/13/2022,03/19/2022,2021-2022,Adenovirus,697,16,0.0229555237,17980,497,0.03,03/16/2024,202211-Adenovirus
202211,11,03/13/2022,03/19/2022,2021-2022,Human Metapneumovirus,697,31,0.0444763271,18010,382,0.02,03/16/2024,202211-Human Metapneumovirus
202211,11,03/13/2022,03/19/2022,2021-2022,Influenza,3186,135,0.0423728814,88541,1138,0.01,03/16/2024,202211-Influenza
202211,11,03/13/2022,03/19/2022,2021-2022,Parainfluenza,1150,10,0.0086956522,28360,406,0.01,03/16/2024,202211-Parainfluenza
202211,11,03/13/2022,03/19/2022,2021-2022,RSV,2092,17,0.008126195,66203,1757,0.03,03/16/2024,202211-RSV
202211,11,03/13/2022,03/19/2022,2021-2022,Rhinovirus/Enterovirus,697,154,0.2209469154,17980,3147,0.18,03/16/2024,202211-Rhinovirus/Enterovirus
202211,11,03/13/2022,03/19/2022,2021-2022,SARS-CoV-2,6565,136,0.0207159177,242481,32382,0.13,03/16/2024,202211-SARS-CoV-2
202211,11,03/13/2022,03/19/2022,2021-2022,Seasonal Coronaviruses,1144,59,0.0515734266,27999,305,0.01,03/16/2024,202211-Seasonal Coronaviruses
202212,12,03/20/2022,03/26/2022,2021-2022,Adenovirus,951,39,0.0410094637,18931,536,0.03,03/23/2024,202212-Adenovirus
202212,12,03/20/2022,03/26/2022,2021-2022,Human Metapneumovirus,951,59,0.0620399579,18961,441,0.02,03/23/2024,202212-Human Metapneumovirus
202212,12,03/20/2022,03/26/2022,2021-2022,Influenza,3502,150,0.042832667,92043,1288,0.01,03/23/2024,202212-Influenza
202212,12,03/20/2022,03/26/2022,2021-2022,Parainfluenza,1416,24,0.0169491525,29776,430,0.01,03/23/2024,202212-Parainfluenza
202212,12,03/20/2022,03/26/2022,2021-2022,RSV,2298,16,0.0069625762,68501,1773,0.03,03/23/2024,202212-RSV
202212,12,03/20/2022,03/26/2022,2021-2022,Rhinovirus/Enterovirus,951,191,0.2008412198,18931,3338,0.18,03/23/2024,202212-Rhinovirus/Enterovirus
202212,12,03/20/2022,03/26/2022,2021-2022,SARS-CoV-2,6379,152,0.0238281862,248860,32534,0.13,03/23/2024,202212-SARS-CoV-2
202212,12,03/20/2022,03/26/2022,2021-2022,Seasonal Coronaviruses,1403,80,0.05702067,29402,385,0.01,03/23/2024,202212-Seasonal Coronaviruses
202213,13,03/27/2022,04/02/2022,2021-2022,Adenovirus,884,43,0.0486425339,19815,579,0.03,03/30/2024,202213-Adenovirus
202213,13,03/27/2022,04/02/2022,2021-2022,Human Metapneumovirus,884,58,0.0656108597,19845,499,0.03,03/30/2024,202213-Human Metapneumovirus
202213,13,03/27/2022,04/02/2022,2021-2022,Influenza,3604,211,0.0585460599,95647,1499,0.02,03/30/2024,202213-Influenza
202213,13,03/27/2022,04/02/2022,2021-2022,Parainfluenza,1343,20,0.0148920328,31119,450,0.01,03/30/2024,202213-Parainfluenza
202213,13,03/27/2022,04/02/2022,2021-2022,RSV,2483,30,0.0120821587,70984,1803,0.03,03/30/2024,202213-RSV
202213,13,03/27/2022,04/02/2022,2021-2022,Rhinovirus/Enterovirus,884,121,0.1368778281,19815,3459,0.17,03/30/2024,202213-Rhinovirus/Enterovirus
202213,13,03/27/2022,04/02/2022,2021-2022,SARS-CoV-2,6437,244,0.0379058568,255297,32778,0.13,03/30/2024,202213-SARS-CoV-2
202213,13,03/27/2022,04/02/2022,2021-2022,Seasonal Coronaviruses,1331,90,0.0676183321,30733,475,0.02,03/30/2024,202213-Seasonal Coronaviruses
202214,14,04/03/2022,04/09/2022,2021-2022,Adenovirus,968,29,0.0299586777,20783,608,0.03,04/06/2024,202214-Adenovirus
202214,14,04/03/2022,04/09/2022,2021-2022,Human Metapneumovirus,968,82,0.0847107438,20813,581,0.03,04/06/2024,202214-Human Metapneumovirus
202214,14,04/03/2022,04/09/2022,2021-2022,Influenza,4262,292,0.0685124355,99909,1791,0.02,04/06/2024,202214-Influenza
202214,14,04/03/2022,04/09/2022,2021-2022,Parainfluenza,1493,17,0.0113864702,32612,467,0.01,04/06/2024,202214-Parainfluenza
202214,14,04/03/2022,04/09/2022,2021-2022,RSV,2898,16,0.005521049,73882,1819,0.02,04/06/2024,202214-RSV
202214,14,04/03/2022,04/09/2022,2021-2022,Rhinovirus/Enterovirus,968,129,0.1332644628,20783,3588,0.17,04/06/2024,202214-Rhinovirus/Enterovirus
202214,14,04/03/2022,04/09/2022,2021-2022,SARS-CoV-2,6817,326,0.0478216224,262114,33104,0.13,04/06/2024,202214-SARS-CoV-2
202214,14,04/03/2022,04/09/2022,2021-2022,Seasonal Coronaviruses,1481,93,0.0627954085,32214,568,0.02,04/06/2024,202214-Seasonal Coronaviruses
202215,15,04/10/2022,04/16/2022,2021-2022,Adenovirus,864,30,0.0347222222,21647,638,0.03,04/13/2024,202215-Adenovirus
202215,15,04/10/2022,04/16/2022,2021-2022,Human Metapneumovirus,864,88,0.1018518519,21677,669,0.03,04/13/2024,202215-Human Metapneumovirus
202215,15,04/10/2022,04/16/2022,2021-2022,Influenza,4607,303,0.0657694812,104516,2094,0.02,04/13/2024,202215-Influenza
202215,15,04/10/2022,04/16/2022,2021-2022,Parainfluenza,1392,16,0.0114942529,34004,483,0.01,04/13/2024,202215-Parainfluenza
202215,15,04/10/2022,04/16/2022,2021-2022,RSV,3228,15,0.0046468401,77110,1834,0.02,04/13/2024,202215-RSV
202215,15,04/10/2022,04/16/2022,2021-2022,Rhinovirus/Enterovirus,864,116,0.1342592593,21647,3704,0.17,04/13/2024,202215-Rhinovirus/Enterovirus
202215,15,04/10/2022,04/16/2022,2021-2022,SARS-CoV-2,7065,389,0.0550601557,269179,33493,0.12,04/13/2024,202215-SARS-CoV-2
202215,15,04/10/2022,04/16/2022,2021-2022,Seasonal Coronaviruses,1385,82,0.0592057762,33599,650,0.02,04/13/2024,202215-Seasonal Coronaviruses
202216,16,04/17/2022,04/23/2022,2021-2022,Adenovirus,999,41,0.041041041,22646,679,0.03,04/20/2024,202216-Adenovirus
202216,16,04/17/2022,04/23/2022,2021-2022,Human Metapneumovirus,999,99,0.0990990991,22676,768,0.03,04/20/2024,202216-Human Metapneumovirus
202216,16,04/17/2022,04/23/2022,2021-2022,Influenza,4740,297,0.0626582278,109256,2391,0.02,04/20/2024,202216-Influenza
202216,16,04/17/2022,04/23/2022,2021-2022,Parainfluenza,1491,23,0.0154258887,35495,506,0.01,04/20/2024,202216-Parainfluenza
202216,16,04/17/2022,04/23/2022,2021-2022,RSV,3461,23,0.0066454782,80571,1857,0.02,04/20/2024,202216-RSV
202216,16,04/17/2022,04/23/2022,2021-2022,Rhinovirus/Enterovirus,999,114,0.1141141141,22646,3818,0.17,04/20/2024,202216-Rhinovirus/Enterovirus
202216,16,04/17/2022,04/23/2022,2021-2022,SARS-CoV-2,6946,446,0.064209617,276125,33939,0.12,04/20/2024,202216-SARS-CoV-2
202216,16,04/17/2022,04/23/2022,2021-2022,Seasonal Coronaviruses,1489,100,0.0671591672,35088,750,0.02,04/20/2024,202216-Seasonal Coronaviruses
202217,17,04/24/2022,04/30/2022,2021-2022,Adenovirus,1131,49,0.0433244916,23777,728,0.03,04/27/2024,202217-Adenovirus
202217,17,04/24/2022,04/30/2022,2021-2022,Human Metapneumovirus,1131,89,0.0786914235,23807,857,0.04,04/27/2024,202217-Human Metapneumovirus
202217,17,04/24/2022,04/30/2022,2021-2022,Influenza,4978,315,0.0632784251,114234,2706,0.02,04/27/2024,202217-Influenza
202217,17,04/24/2022,04/30/2022,2021-2022,Parainfluenza,1704,30,0.0176056338,37199,536,0.01,04/27/2024,202217-Parainfluenza
202217,17,04/24/2022,04/30/2022,2021-2022,RSV,3418,34,0.0099473376,83989,1891,0.02,04/27/2024,202217-RSV
202217,17,04/24/2022,04/30/2022,2021-2022,Rhinovirus/Enterovirus,1131,151,0.133510168,23777,3969,0.17,04/27/2024,202217-Rhinovirus/Enterovirus
202217,17,04/24/2022,04/30/2022,2021-2022,SARS-CoV-2,7254,585,0.0806451613,283379,34524,0.12,04/27/2024,202217-SARS-CoV-2
202217,17,04/24/2022,04/30/2022,2021-2022,Seasonal Coronaviruses,1697,102,0.0601060695,36785,852,0.02,04/27/2024,202217-Seasonal Coronaviruses
